"Data Source","World Development Indicators",
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","96.42065","","","","","","","","","","99.36915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.99401","","","","","85.63973","","","","","",
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.01103","","","","","","83.58899","","","84.75536","85.1233","85.35555","85.46442","87.19753","87.90683","88.98748","","87.20524","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","44.05309","44.61979","44.95066","45.55665","46.10428","46.34483","46.62603","46.98824","47.58089","47.5552","48.05526","48.89208","49.59176","50.39509","51.1195","52.00061","52.46755","53.30905","55.1549","54.37788","53.23856","54.59339","54.11573","54.78146","55.25037","57.37312","58.83455","59.04499","59.90768","60.39487","61.19566","62.12908","62.6266","",
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.70155","","","","","","","","","","98.14668","","","","","","","","","","99.12536","","","","","","","","",
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","34.73469","","","","","","","","","","","","","","","","","","","","","58.7439","","","48.68502","","","","","","","","","","61.69135","","","",
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","98.85829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1","","","","","",
"IBRD only","IBD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","61.82381","61.99391","62.34214","63.15572","63.96286","64.47822","65.38547","66.22317","67.11999","67.98512","68.76293","69.49056","70.35496","72.72099","73.36379","73.69135","74.4686","75.06154","75.55524","76.0414","76.55655","77.09179","80.03015","81.60512","81.98215","82.47143","82.71736","83.14941","83.81764","84.3098","84.409","84.40248","85.47662","85.83153","86.23974","86.82038","87.17826","87.51869","87.73278","88.12764","88.43664","88.5859","88.8029","89.05044","",
"IDA & IBRD total","IBT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","58.77996","58.93246","59.26703","59.98916","60.70854","61.18629","61.97567","62.73417","63.53648","64.32014","65.03215","65.69704","66.50503","68.61129","69.24124","69.61347","70.29566","70.90307","71.42204","71.92733","72.41318","72.94277","75.46574","76.95461","77.3609","77.6266","77.93465","78.38664","79.03126","79.64651","79.63095","79.57725","80.31774","80.76908","81.17484","81.67029","81.93721","82.35303","82.56062","82.97848","83.34816","83.71072","83.98566","84.19382","",
"IDA total","IDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","44.85261","45.2134","45.54109","45.91562","46.29722","46.64706","47.17176","47.97352","48.53894","49.13544","49.53294","50.40178","51.23949","52.04851","52.62283","53.27152","54.03757","55.36163","56.12843","55.57558","56.36352","57.07751","57.78038","59.11865","58.80805","58.75864","58.31108","59.43962","60.10617","60.52087","60.68527","61.67557","62.12955","62.91562","63.80264","65.25168","66.01621","66.35453","",
"IDA blend","IDB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","48.53673","48.64509","49.09452","49.41879","49.7345","50.05503","50.37521","51.02966","51.69567","52.22786","52.90594","53.7566","55.33506","56.98726","57.74591","58.49119","59.33004","60.09955","61.05289","61.65975","58.67018","59.58352","60.24883","60.85047","62.04367","61.44799","62.32202","61.57182","61.691","62.59484","63.029","63.09089","64.44268","64.31306","65.15158","65.56207","66.23999","67.07135","67.0462","",
"Indonesia","IDN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","67.31267","","","","","","","","","","81.51985","","","","","","","","","","","","","","90.38479","","91.98227","","92.1923","92.5817","","92.81191","","","95.11622","95.21793","95.37697","","95.65856","",
"IDA only","IDX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","43.1989","43.52835","43.93342","44.34672","44.71195","45.16931","46.04153","46.6242","47.17835","47.34547","47.85265","48.27605","49.11684","49.6081","50.15782","50.9201","52.43257","53.27944","53.98054","54.70387","55.44308","56.19812","57.61092","57.44687","56.92009","56.62741","58.2762","58.81907","59.22267","59.44031","60.24365","60.99984","61.75931","62.8935","64.74183","65.47285","65.99904","",
"Isle of Man","IMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.76359","","","","","","","","","","48.22207","","","","","","","","","","61.01456","","","","","62.75447","","","","","69.30256","","","","","","","74.37299","",
"Not classified","INX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","36.5184","","","","","","","","","","52.31976","","","","","65.5314","","","","","73.06025","","","","","","77","","","82.4412","82.33132","","82.9623","","","","83.62599","84.6268","84.70524","","85.54425","","","",
"Iraq","IRQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0522","","","","","","","","","","","","77.2","72.7","82.2","","83.3","85.6","","",
"Iceland","ISL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","91.75141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","96.46054","","","","","","","","","","","","","","","","","","","","98.41662","","","","","","","","","","98.84828","","","","","","","99.15576","",
"Jamaica","JAM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.92012","","","","","","","","","","","","","","","88.1","","","","","",
"Jordan","JOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","66.79681","","","","","","","","","","","","","","","","","","","","","","","","89.89232","","91.13075","","92.19958","","","92.55104","95.90445","97.89032","","","","","","98.22711","",
"Japan","JPN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.52938","","","","","","","","","","99.51266","","","","","","","","","","99.73241","99.78163","","","","","","","","99.78163","",
"Kenya","KEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.22908","","","","","","","72.15703","","","","","","","78.73304","","","","81.53497","",
"Kyrgyz Republic","KGZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.70161","","","","","","","","","","99.24343","","","","","","","","","99.586","",
"Cambodia","KHM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.33503","","","","","","73.60995","","","","77.58654","73.90003","","","","","78.05509","80.52649","","","","",
"Kiribati","KIR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.56439","","","","","67.51766","","","","","74.49087","","","","","","","","","","78.3955","","","","","","","","","","93.27446","93.28212","93.66419","93.8983","","94.46901","","95.51317","95.58582","","95.68545","","96.03595","96.05647","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","76.41077","76.43052","76.82605","77.29168","77.77865","78.21791","78.63061","79.04645","79.46244","79.89407","80.30254","80.69791","81.07953","81.40415","81.87812","82.33364","82.71325","83.36274","84.07553","84.7989","85.44261","86.1309","86.50424","86.82593","87.34596","87.68724","87.96173","88.06271","88.18895","89.06988","89.03977","89.57859","89.48059","90.13637","90.43142","90.7613","90.77361","91.43807","91.68341","91.76209","92.2644","92.45387","92.97116","93.12496","93.31166","",
"Lao PDR","LAO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.25133","","","","","69.58312","68.73439","","","","72.70226","","","","","","58.28794","","","","84.66104","","","","",
"Lebanon","LBN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.61244","","91.18419","","","","","","","","","95.06944","",
"Liberia","LBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","32.10677","","","","","","","","","","","","","","","","","","","","","","","42.94108","","","","","","","","","","48.30136","","",
"Libya","LBY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.16439","","","","","","","","","","76.5","","","","","","","","","","86.1","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","78.5708","78.58928","78.94713","79.36488","79.81112","80.21521","80.59135","80.97886","81.35734","81.75575","82.13157","82.49557","82.84732","83.13588","83.62649","84.07037","84.41567","84.98673","85.59983","86.23313","86.79705","87.39914","87.72867","88.01812","88.49388","88.7893","89.03215","89.12726","89.24293","90.011","89.99261","90.47019","90.47414","91.04755","91.31507","91.69282","91.66744","92.23425","92.4574","92.50325","92.94435","93.12883","93.591","93.70474","93.86706","",
"Least developed countries: UN classification","LDC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","41.23184","41.53606","41.86174","42.24937","42.6426","42.98279","43.42271","44.29368","44.89221","45.43988","45.57679","46.09063","46.51238","47.38945","48.10218","48.63627","49.39863","50.96151","51.84497","52.3123","52.97511","53.63602","54.49568","55.99262","55.75615","55.1087","54.54721","56.27474","57.18098","57.47995","57.66528","58.57303","59.38629","60.15597","61.41421","63.42245","64.2174","64.81693","",
"Low income","LIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","45.25689","45.65118","46.19847","46.7757","47.33084","47.93784","48.24253","48.62148","48.97018","49.55835","49.91783","50.3739","51.15887","51.76654","52.34968","52.7249","53.44914","53.92975","54.49751","56.25587","55.51006","55.32797","56.41362","55.71716","56.82658","56.9209","58.78024","60.13292","60.17592","60.90361","61.27429","61.93147","62.75316","63.18397","",
"Liechtenstein","LIE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","86.77792","","","","","","","","","","","","","","","","","","","","90.68275","","","","","90.80883","","90.55795","","91.18136","","","","","","92.3869","91.89575","91.70982","",
"Lower middle income","LMC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","49.43428","49.61267","50.15552","50.71332","51.29831","51.21968","51.98466","52.88629","53.38152","53.94603","54.51049","55.05397","55.96263","56.59387","57.27375","57.88821","58.37324","59.30427","60.03185","60.73617","61.39856","62.12161","62.74989","65.89876","66.52759","66.69432","67.17927","68.0091","68.85849","69.55857","69.39664","69.21127","69.83593","70.9182","71.53402","72.75541","72.84508","73.54289","74.13088","74.84184","75.59041","76.25343","76.85608","77.24338","",
"Low & middle income","LMY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","58.22198","58.37462","58.71235","59.44295","60.17088","60.65351","61.4526","62.22132","63.0339","63.8278","64.54894","65.2223","66.04264","68.18001","68.81508","69.19166","69.88776","70.50855","71.03796","71.5531","72.04828","72.58844","75.15037","76.66101","77.07523","77.34672","77.66045","78.12188","78.77841","79.40396","79.38975","79.32791","80.08049","80.53759","80.94197","81.44956","81.72388","82.14667","82.36124","82.78633","83.1604","83.52819","83.81031","84.02266","",
"Lesotho","LSO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.25443","","","","","","","","","75.8002","","","","","76.6352","","","","","",
"Late-demographic dividend","LTE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","69.01711","69.12107","70.04414","70.99262","71.89744","72.81271","73.51553","74.60306","75.47052","76.30851","77.08598","77.85742","81.52795","82.11583","82.022","83.11192","83.55749","83.99336","84.40255","84.82749","85.27111","90.13376","90.48052","90.78952","91.18588","91.40297","91.72359","92.11989","92.54826","92.87304","93.09925","94.08961","94.31301","94.59371","94.61558","95.13004","95.30169","95.36598","95.53109","95.67817","95.86127","96.00959","96.1515","",
"Lithuania","LTU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.44127","","","","","","","","","","","","99.64575","","","","","","","","","","99.8156","","","","","","","","",
"Luxembourg","LUX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4523","","","","","","","","","","","99.74657","","","","","","","","","","","99.8959","","","","","","","99.88931","",
"Macao SAR, China","MAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.37818","","","","","","","","","","","","","","","","","","","","91.29537","","","","","93.49975","","","","","95.64004","","","","","96.53849","","","",
"St. Martin (French part)","MAF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","30.2578","","","","","","","","","","","","41.59411","","","","","","","","","","52.30626","","","","55.14792","56.08367","","67.08416","69.42539","","","","","","73.75001","",
"Monaco","MCO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.37755","","","","","","","","","","","96.6538","","","","","","","","","","","","99.13831","","99.35989","","","","","",
"Madagascar","MDG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.68617","","","","","","","","","64.48091","","","71.57262","","","","","","74.80432","",
"Maldives","MDV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","82.29996","","","","","","","","92.23005","","","","","96.01826","","","","","96.3265","","","","","","","","","","","98.3979","","","","","","","","98.61012","","97.73495","","","",
"Middle East & North Africa","MEA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","43.72487","44.21202","44.70154","45.30434","45.97381","46.67699","47.43194","48.15644","48.9422","49.68362","50.62315","51.58505","52.64143","53.40174","54.50576","55.53435","57.93728","59.19171","60.19424","61.06282","62.03457","63.54456","64.88459","65.82177","67.02427","68.0924","69.10522","70.23461","70.68363","73.94257","74.85721","75.31096","74.57664","75.09183","75.7537","75.6765","76.49272","77.26692","77.88424","78.21723","78.74318","79.4081","77.93316","78.83495","78.96279","",
"Mexico","MEX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","82.98924","","","","","","","","","","87.55615","","","","","","","","","","90.53562","","90.27465","","90.95374","91.63027","91.73452","92.79517","92.9256","93.44188","93.06894","93.51998","94.2284","93.96285","94.55588","94.47228","94.85962","94.97278","95.37991","",
"Marshall Islands","MHL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.26508","","","","","","","","",
"Middle income","MIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.42646","59.58035","59.92596","60.69229","61.45644","61.95087","62.78772","63.59047","64.43723","65.25651","65.99692","66.69123","67.53206","69.78653","70.4276","70.78688","71.52576","72.17898","72.73722","73.26312","73.78669","74.34132","77.05614","78.65404","79.07006","79.34767","79.64392","80.11905","80.79874","81.34762","81.41655","81.38769","82.13752","82.72456","83.09661","83.67154","83.82949","84.19361","84.45217","84.87823","85.28447","85.65752","85.92127","86.14847","",
"North Macedonia","MKD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.05875","","","","","","","","96.12893","","","","","","","","","","","","97.8","","","","","",
"Mali","MLI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","9.43381","","","","","","","","","","","","","","","","","","","","","","19.04497","","","","","24","","","26.17655","","","","31.09975","33.56094","","","","33.06889","","","35.47377","",
"Malta","MLT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","86.92984","","","","","","","","","","87.8687","","","","","","","","","","92.36309","","","","","","93.30736","","","","","","","94.50319","",
"Myanmar","MMR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","78.57041","","","","","","","","","","","","","","","","","89.94176","","","","","","","","","","","","","","","","75.5512","","","",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","39.3861","39.86268","40.35086","40.88714","41.41076","42.06404","42.79675","43.55039","44.38498","45.18608","45.96107","46.78003","47.79767","48.86468","50.03551","50.87025","51.98887","53.02938","55.63357","56.94411","58.01357","58.93799","59.95622","61.58005","62.98683","63.93749","65.12838","66.22841","67.26866","68.42132","68.73657","72.39302","73.29144","73.70323","72.69732","73.1154","73.6935","73.44956","74.27413","74.50895","75.141","75.40792","75.96811","76.62246","74.84724","75.85256","75.9596","",
"Montenegro","MNE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","89.6353","","","","","","","","","","93.46274","","","","","","","","","","","","97.77346","","","","","","","","98.44221","","","","","","","98.84718","",
"Mongolia","MNG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.76885","","","","","","","","","","98.257","","","","","","","","98.42312","",
"Northern Mariana Islands","MNP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","26.99771","","","","","","","","","","","","","","","","","38.70788","","","","","","48.15884","","","","","","50.58381","","","","","","56.039","","60.65543","","",
"Mauritania","MRT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.20768","","","","","","","45.50378","","","","","","","","","","53.49759","","",
"Mauritius","MUS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.86866","","","","","","","","","","84.30309","","","","","","","","","","","89.24984","91.76601","91.49003","92.47476","92.7076","93.15784","","91.32539","",
"Malawi","MWI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.53665","","","","","","","","","","","64.13425","","","","","","","","","","","","61.30972","","","","65.14537","62.14354","","","","",
"Malaysia","MYS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","69.51633","","","","","","","","","","","82.91537","","","","","","","","","88.68776","","","","","","","","","","93.11789","","","","","","93.7347","95.08265","94.85441","",
"North America","NAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.81658","","","","","","","","","","84.94426","","","","","","76.48659","","","","88.27463","","","","","","","91.52727","",
"New Caledonia","NCL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","91.30037","","","","","","","","","","","","","93.08063","","","","","","","96.13792","","","","","","","","","","","","","","","","","","97.8","","","","","",
"Niger","NER","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.37604","","","","28.67242","","","","","","","30.56039","","","","","","","",
"Nigeria","NGA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.44675","","","","","","","","","","","","54.77318","","","","","51.07766","","","","","","","","","","62.01601","",
"Nicaragua","NIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.67713","","","","78.00298","","","","","","","","","","82.61455","","","","",
"Netherlands","NLD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","20.57367","","","","","","","","","","32.97559","","","","","","","","","","48.60897","","","","","","","","","","59.62725","","","","","","","67.90843","",
