"Data Source","World Development Indicators",
"Nauru","NRU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.36331","","","","","86.62114","","86.939","","","","91.9812","93.03861","94.89999","95.576","95.65153","",
"Other small states","OSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","70.68494","71.00149","71.31638","71.70123","72.25783","72.93192","73.59233","74.0809","74.51757","74.98157","75.56528","75.76491","76.17324","76.79704","77.35665","78.16402","78.70902","78.78282","79.48367","80.31768","81.02064","81.4418","81.97775","81.54061","80.74594","81.7852","81.23048","81.66278","82.18117","82.41896","82.64476","83.08374","84.41474","83.93278","84.17819","84.52881","",
"Pakistan","PAK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","25.72519","","","","","","","","","","","","","","","","","42.69931","","","","","","","49.87364","54.15121","52.13683","55.52637","54.89264","55.37519","54.73802","56.76434","55.59499","56.97715","","","59.13205","","",
"Panama","PAN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","88.07174","","","","","","","","","","88.77986","","","","","","","","","","91.89962","","","","","","","","","","94.09412","","","","","","","","95.41181","",
"Peru","PER","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","81.91846","","","","","","","","","","","","87.15063","","","","","","","","","","","87.66985","87.90867","88.69934","89.59081","","","","","93.84173","","93.70795","94.16234","94.17367","94.14961","94.40827","",
"Philippines","PHL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","83.31723","","","","","","","","","","93.5739","","","","93.91597","","","","","","92.60006","","","92.59069","","","","","95.4201","","","","","96.398","","98.18255","","","","",
"Palau","PLW","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","91.92142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.50313","","96.59374","","","","",
"Papua New Guinea","PNG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.34326","","","","","","","","","","61.6","","","","","","","","","",
"Poland","POL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","98.74274","","","","","","","","","","98.74274","","","","","","","","","","98.74274","","","","","","","","","","98.74274","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","49.21768","49.89457","50.39636","51.09594","51.68204","52.18637","52.51067","53.0689","53.64817","54.01322","54.70979","55.67697","56.36751","57.28266","55.59631","56.62565","57.21588","57.6301","58.9106","58.38719","56.80528","56.19434","55.52373","55.26486","55.59765","57.39086","58.80656","58.84711","59.71051","60.30702","61.03961","61.92296","62.64361","",
"Puerto Rico","PRI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","86.74606","","","","","","","","","","89.6225","","","","","","","","","","","","","","","","","","","","91.96523","","","","","","","92.39","","",
"Korea, Dem. People’s Rep.","PRK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.99819","","","","","","","","","","","",
"Portugal","PRT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","79.43561","","","","","","","","","","87.94785","","","","","","","","","","","","","","","","","","","","94.47705","","","","","","","96.13759","",
"Paraguay","PRY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","78.45861","","","","","","","","","","90.27182","","","","","","","","","","","","","","","94.55822","93.29208","93.75424","93.87092","","94.19747","95.05904","95.03481","95.55484","94.65024","","94.0208","",
"West Bank and Gaza","PSE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.06289","","","","","","","92.27997","","93.45001","93.81048","92.53616","94.59917","94.93201","95.26724","95.90622","96.2849","96.42839","96.69073","96.93023","","97.21861","",
"Pacific island small states","PSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.05579","88.1205","88.32592","88.53091","88.72764","88.90367","89.09324","","","","","","","","","","","","","","","90.97831","91.01657","","",
"Post-demographic dividend","PST","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","75.63504","","","","","","","","","","","83.26216","","","","","","","88.96239","","","93.08274","93.98973","94.72429","","","","90.63299","91.32722","","93.1453","93.46397","","",
"Romania","ROU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.70998","","","","","","","","","","97.29759","","","","","","","","","98.60429","","","","","","","98.8445","",
"Russian Federation","RUS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.98605","","","","","","","","","","","","","99.44097","","","","","","","","99.68427","","","","","","","","99.73006","",
"Rwanda","RWA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","38.24343","","","","","","","","","","","","","57.85349","","","","","","","","","64.8886","","","","","","","","","","65.85227","","68.33103","","70.80413","","","","73.21559","",
"South Asia","SAS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","36.16165","36.16729","36.82207","37.47076","38.10517","38.72109","38.72034","39.95093","40.60293","41.25528","41.90999","42.56209","43.21771","43.96739","44.73163","45.47371","45.85644","47.14769","48.12347","48.89509","49.68327","50.48079","51.28226","56.16217","56.91616","57.68935","58.13004","59.21207","60.101","60.87246","60.64294","60.8131","61.97817","63.63833","64.33766","66.01901","66.51724","67.2685","68.01312","68.73481","69.65735","70.99924","71.69524","72.25239","",
"Saudi Arabia","SAU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.82165","","","","","","","","79.35094","","","","82.85774","","","","","","","","","94.42634","","","","95.32863","","",
"Sudan","SDN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.34587","","","","","","","","53.51738","","","","","","","","","","60.69718","",
"Senegal","SEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.86885","","","","","","","","","","","","","","39.27525","","","","41.89115","","","49.69513","","52.05196","","42.8175","","","","51.90042","","",
"Singapore","SGP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","82.90605","","","","","","","","","","89.096","","","","","","","","","","92.5494","","","","","","","","","","95.85733","96.18608","96.36979","96.54808","96.71666","96.82549","97.04959","97.20225","97.34486","",
"Solomon Islands","SLB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6","","","","","","","","","","76.6","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.82679","","","","","","","","","32.42617","","","","","43.20633","",
"El Salvador","SLV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.14316","","","","","","","","","","","","","","83.55946","82.02863","83.9513","84.10289","84.49272","85.49399","","86.76758","","87.96985","88.14177","88.48271","89.0086","",
"San Marino","SMR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.91643","",
"Somalia","SOM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","5.40465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.96241","","","","","98.84151","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","49.95809","50.25825","50.85935","51.31711","51.88709","52.52119","52.90986","53.37011","53.94697","54.68423","54.97274","55.65361","56.52673","57.18735","58.01841","56.65515","57.65637","58.16491","58.62375","60.50691","59.51778","58.35354","58.49351","58.0778","59.24615","59.55902","61.18954","62.49027","62.81126","63.48269","64.08313","64.78476","65.0482","65.57343","",
"South Sudan","SSD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.83128","","","","","","","","","","34.52276","",
"Sub-Saharan Africa","SSF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","49.9635","50.26372","50.86479","51.32262","51.89262","52.52673","52.91544","53.37566","53.95252","54.68966","54.97828","55.65905","56.53204","57.19257","58.02351","56.66054","57.66171","58.17021","58.62911","60.51203","59.52308","58.35898","58.49888","58.08312","59.25124","59.56398","61.19422","62.49471","62.81559","63.48687","64.08716","64.78863","65.05196","65.57706","",
"Small states","SST","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2595","76.6624","77.14482","77.61772","77.98765","78.27376","78.58914","78.99208","79.13144","79.46812","79.95171","80.39781","81.01568","81.31537","81.55919","82.11404","82.75875","83.30786","83.65693","84.09007","83.7975","83.32941","84.10504","83.72169","84.064","84.4677","84.63077","84.79789","85.14295","86.13148","85.77091","85.94953","86.20175","",
"Sao Tome and Principe","STP","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","57.32426","","","","","","","","","","73.24242","","","","","","","","","","84.90851","","","","","","","69.53639","","","","90.1431","","","","","","92.81664","",
"Suriname","SUR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.59806","","","","94.62094","","94.67575","","92.86866","","","","","","94.38327","",
"Slovak Republic","SVK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.52452","","","","","","","","","","","","","99.7","","","","","","","","","","99.7","","","","","",
"Sweden","SWE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","55.32504","","","","","","","","","","67.23938","","","","","","","","","","","","","","81.6607","","","","","","","","","","83.09829","","","","","","","","88.41938","",
"Sint Maarten (Dutch part)","SXM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.22922","","","","","","","87.81115","","","","","","","","91.83646","","","","","","","","93.95423","","","","","","","","95.86771","",
"Syrian Arab Republic","SYR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","55.6545","","","","","","","","","","","","","","","","","","","","","82.88825","","80.84452","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.89465","","","","","","","25.65421","","","","28.38143","","","","","","","","","","","26.00299","22.31155","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","63.37805","63.54882","64.68029","65.85253","66.37523","68.09224","68.96226","70.2824","71.34248","72.35601","73.29598","74.55003","78.94828","79.64945","79.52262","80.8285","81.34956","81.82593","82.37768","82.92168","83.46699","89.18044","89.55673","89.89668","90.43606","90.6773","91.06439","91.44515","91.99476","92.36786","92.79661","93.88745","94.13175","94.43798","94.54161","94.38786","94.61261","94.71496","95.13672","95.3528","95.46849","95.67395","95.81489","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","94.21567","94.93809","95.17118","95.25614","95.41787","95.54115","95.65243","95.86819","95.90473","96.01564","96.1256","96.23468","96.34597","96.50807","96.6101","96.90662","96.96655","97.0715","97.14258","97.22074","97.28729","97.43593","97.61895","97.58699","97.67312","97.68101","98.15621","98.42843","98.65026","98.76374","98.80896","98.83761","98.86424","98.96905","98.94835","98.98185","",
"Togo","TGO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1776","","","","","","56.88837","","","57.09338","","60.40994","","","","63.74562","","","","",
"Thailand","THA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","87.98176","","","","","","","","","","","","","","","","","","","","92.64654","","","","","93.50647","","","","","96.43091","","","93.70207","","92.86831","","","93.76776","",
"Tajikistan","TJK","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.69402","","","","","","","","","","","99.45068","","","","","","","","","","","","","","99.8","","","","","",
"Turkmenistan","TKM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.77832","","","","","","","","","","","","","","","","","","","99.7","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","77.8922","77.91141","78.2822","78.71544","79.17828","79.59723","79.9899","80.38784","80.77572","81.18426","81.56935","81.94221","82.30241","82.59363","83.0998","83.55753","83.91232","84.50879","85.14872","85.80967","86.39832","87.02622","87.3694","87.67157","88.16989","88.48042","88.73531","88.83636","88.95792","89.75382","89.73608","90.23155","90.23788","90.83163","91.10936","91.50401","91.48097","92.06422","92.29404","92.34312","92.79792","92.99225","93.46904","93.58714","93.75496","",
"Timor-Leste","TLS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6","","","","","","50.6","","","58.30898","","","","","","","","68.06683","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","39.00685","39.48749","39.97983","40.52068","41.04876","41.70761","42.44656","43.20662","44.04832","44.85625","45.63783","46.46378","47.49008","48.56618","49.74699","50.58883","51.71699","52.76637","55.39274","56.7123","57.78865","58.71173","59.72954","61.35857","62.76903","63.73197","64.91188","66.01418","67.05738","68.21526","68.51265","72.20115","73.10896","73.51612","72.49503","72.91025","73.5045","73.23411","74.06062","74.2919","74.92136","75.18455","75.74665","76.40267","74.60233","75.61515","75.72189","",
"Tonga","TON","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","99.59246","","","","","","","","","","","","","","","","","","","","98.90537","","","","","","","","","","99.01846","","","","","99.38553","","","","","","","99.41437","",
"South Asia (IDA & IBRD)","TSA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","36.16165","36.16729","36.82207","37.47076","38.10517","38.72109","38.72034","39.95093","40.60293","41.25528","41.90999","42.56209","43.21771","43.96739","44.73163","45.47371","45.85644","47.14769","48.12347","48.89509","49.68327","50.48079","51.28226","56.16217","56.91616","57.68935","58.13004","59.21207","60.101","60.87246","60.64294","60.8131","61.97817","63.63833","64.33766","66.01901","66.51724","67.2685","68.01312","68.73481","69.65735","70.99924","71.69524","72.25239","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","49.9635","50.26372","50.86479","51.32262","51.89262","52.52673","52.91544","53.37566","53.95252","54.68966","54.97828","55.65905","56.53204","57.19257","58.02351","56.66054","57.66171","58.17021","58.62911","60.51203","59.52308","58.35898","58.49888","58.08312","59.25124","59.56398","61.19422","62.49471","62.81559","63.48687","64.08716","64.78863","65.05196","65.57706","",
"Trinidad and Tobago","TTO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","94.97032","","","","","","","","","","96.93855","","","","","","","","","","97.9","","","","","","","","","","98.7","","","","","","","","","",
"Tunisia","TUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","48.1907","","","","","","","","","","","","","","","","","","","","74.297","","","77.1904","77.56113","","79.13058","79.65391","80.21875","","79.03643","","","","","",
"Turkey","TUR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","61.62768","","","","","65.69434","","","","","75.96824","","","","","79.23245","","","","","","","","","","","","","","87.36549","88.22906","88.11939","88.6559","","90.81672","92.6606","94.10609","94.91975","95.25666","95.43963","95.60142","96.16733","96.15053","","",
"Tuvalu","TUV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1138","","","","","","","","","","","","","","69.4309","","","","","","","","67.8007","","78.10059","","","77.88723","","","","",
"Uganda","UGA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.10738","","","","","","","","","","","68.14251","","","","71.37314","","","","73.21188","","70.19822","","","","","","76.5275","",
"Ukraine","UKR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.43041","","","","","","","","","","","99.97435","","","","","","","",
"Upper middle income","UMC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","67.6372","67.82338","68.75827","69.66724","70.62486","71.51981","72.24263","73.37354","74.39875","75.28137","76.09759","76.88361","80.45012","81.05982","81.21285","82.24321","82.74024","83.22736","83.68836","84.1984","84.66629","89.25733","89.65334","89.99101","90.4433","90.64937","90.8555","91.41396","91.86766","92.20535","92.39195","93.34849","93.58744","93.83985","93.9115","94.23171","94.37705","94.41675","94.6637","94.83118","95.01176","95.02833","95.18383","",
"Uruguay","URY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","93.86107","","","","","","","","","","95.37998","","","","","","","","","","","96.78181","","","","","","","","","","97.78963","97.86389","98.16356","98.26723","98.07271","98.3359","98.39594","98.36387","98.43593","98.52387","98.56147","98.61572","98.70386","",
"United States","USA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.64258","","","","","","","","","","","","","99.99486","99.98055","99.98383","99.98657","","99.99289","",
"St. Vincent and the Grenadines","VCT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","95.63216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","84.7322","","","","","","","","","89.82525","","","","","","","","","","","92.97983","","","","","","95.15464","","95.51199","","94.77022","","","","96.60522","97.12709","","","",
"British Virgin Islands","VGB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","83.82594","","","","","","","","","","87.59645","","","","","","","","","","90.2783","90.15613","","","","","","","","","93.52045","","","","","","","","","95.00038","",
"Vanuatu","VUT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","52.87392","","","","","58.2","","","","","","","","","","68.7","","","","","74","","","","","78.4","","","","","","","","","","84.7","","","","87.50631","",
"World","WLD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","65.19396","65.50241","66.11704","66.73041","67.13516","67.82748","68.46584","69.14501","69.80885","70.41401","70.98042","71.67884","73.49045","74.03584","74.37037","74.9117","75.33718","75.74469","76.14729","76.53679","76.95826","78.9946","80.20788","80.55516","80.77862","81.01632","81.41222","81.94162","82.4534","82.41015","82.41247","83.00002","83.4106","83.72041","84.1044","84.37161","84.72603","84.90292","85.28372","85.59638","85.89491","86.12593","86.30101","",
"Samoa","WSM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.94433","","","","","","","","","","","","","","","","","","","","98.97326","","","","","","","99.09577","",
"Kosovo","XKX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.09","","","","","","","","","","54.1","","","","","","","","","","","","","","","",
"South Africa","ZAF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","76.20049","","","","","","","","","","","","","","","","82.4021","","","","","","","","","","","88.71725","","92.89486","92.87732","93.10214","93.72947","","94.1399","94.36792","","87.04667","","",
"Zambia","ZMB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.99826","","","","","","","","","68.00179","","","69.14922","","","","","61.42829","","","83.00767","","","","","","","","86.74796","",
"Zimbabwe","ZWE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","77.79417","","","","","","","","","","83.51258","","","","","","","","","","","","","","","","","","","83.58271","","","88.69342","","","","","",
